FILE_GROUP_TITLE	CONTENT_TYPE	ITEM_ARK	FILE_USE	SEQ	FILE_SIZE	CREATE_DATE	FILE_LOCATION	FILE_NAME
SubMasterImage1	Image	21198/zz002kc3c6	Submaster	1		2019-03-06 14:33:36	database	21198-zz002kc3c6_2402014_submaster.tif
ThumbnailImage1	Image	21198/zz002kc3c6	Thumbnail	1	8289	2019-03-06 14:33:43	https://static.library.ucla.edu/oralhistory/nails/21198-zz002kc3c6_2402014_thumbnail.jpg	21198-zz002kc3c6_2402014_thumbnail.jpg
MasterImage1	Image	21198/zz002kc3c6	Master	1	5332692	2019-03-06 14:33:35	https://static.library.ucla.edu/oralhistory/masters/21198-zz002kc3c6_2402014_master.tif	21198-zz002kc3c6_2402014_master.tif
SubMasterAudio1	Audio	21198/zz002kc3dq	Submaster	1	81035891	2017-02-08 16:51:00	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc3dq-1-submaster.mp3/playlist.m3u8	21198-zz002kc3dq-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kc3dq	Master	1	1173841964	2017-02-08 16:51:00	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc3dq-1-master.wav	21198-zz002kc3dq-1-master.wav
Text Index	Text	21198/zz002kc3dq	Submaster	4	10715	2019-07-09 10:19:09	database	21198-zz002kc3dq-4-submaster.xml
Text Index	Text	21198/zz002kc3dq	Master	4	10715	2019-07-09 10:19:09	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kc3dq-4-master.xml	21198-zz002kc3dq-4-master.xml
MasterAudio1	Audio	21198/zz002kc3f7	Master	1	1027090988	2017-02-14 15:33:45	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc3f7-1-master.wav	21198-zz002kc3f7-1-master.wav
SubMasterAudio1	Audio	21198/zz002kc3f7	Submaster	1	70947027	2017-02-14 15:33:45	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc3f7-1-submaster.mp3/playlist.m3u8	21198-zz002kc3f7-1-submaster.mp3
Text Index	Text	21198/zz002kc3f7	Submaster	3	9713	2019-07-09 10:16:27	database	21198-zz002kc3f7-3-submaster.xml
Text Index	Text	21198/zz002kc3f7	Master	3	9713	2019-07-09 10:16:27	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kc3f7-3-master.xml	21198-zz002kc3f7-3-master.xml
MasterAudio1	Audio	21198/zz002kc3gr	Master	1	1860837376	2017-03-02 10:11:33	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc3gr-1-master.wav	21198-zz002kc3gr-1-master.wav
SubMasterAudio1	Audio	21198/zz002kc3gr	Submaster	1	89642825	2017-03-02 10:11:33	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc3gr-1-submaster.mp3/playlist.m3u8	21198-zz002kc3gr-1-submaster.mp3
Text Index	Text	21198/zz002kc3gr	Submaster	3	10103	2019-07-09 10:17:28	database	21198-zz002kc3gr-3-submaster.xml
Text Index	Text	21198/zz002kc3gr	Master	3	10103	2019-07-09 10:17:28	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kc3gr-3-master.xml	21198-zz002kc3gr-3-master.xml
SubMasterAudio1	Audio	21198/zz002kc3h8	Submaster	1	52822540	2017-03-14 10:42:14	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc3h8-1-submaster.mp3/playlist.m3u8	21198-zz002kc3h8-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kc3h8	Master	1	762605612	2017-03-14 10:42:14	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc3h8-1-master.wav	21198-zz002kc3h8-1-master.wav
Text Index	Text	21198/zz002kc3h8	Master	3	5050	2019-07-09 10:18:20	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kc3h8-3-master.xml	21198-zz002kc3h8-3-master.xml
Text Index	Text	21198/zz002kc3h8	Submaster	3	5050	2019-07-09 10:18:20	database	21198-zz002kc3h8-3-submaster.xml
MasterAudio1	Audio	21198/zz002kc3k9	Master	1	1194164224	2017-02-09 08:53:13	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc3k9-1-master.wav	21198-zz002kc3k9-1-master.wav
SubMasterAudio1	Audio	21198/zz002kc3k9	Submaster	1	88232139	2017-02-09 08:53:13	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc3k9-1-submaster.mp3/playlist.m3u8	21198-zz002kc3k9-1-submaster.mp3
Text Index	Text	21198/zz002kc3k9	Master	2	9415	2020-05-15 15:05:00	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kc3k9-2-master.xml	21198-zz002kc3k9-2-master.xml
Text Index	Text	21198/zz002kc3k9	Submaster	2	9415	2020-05-15 15:05:00	database	21198-zz002kc3k9-2-submaster.xml
MasterAudio1	Audio	21198/zz002kc3mt	Master	1	1013673984	2017-02-09 09:13:01	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc3mt-1-master.wav	21198-zz002kc3mt-1-master.wav
SubMasterAudio1	Audio	21198/zz002kc3mt	Submaster	1	76373115	2017-02-09 09:13:01	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc3mt-1-submaster.mp3/playlist.m3u8	21198-zz002kc3mt-1-submaster.mp3
Text Index	Text	21198/zz002kc3mt	Submaster	2	6201	2020-05-21 10:55:06	database	21198-zz002kc3mt-2-submaster.xml
Text Index	Text	21198/zz002kc3mt	Master	2	6201	2020-05-21 10:55:06	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kc3mt-2-master.xml	21198-zz002kc3mt-2-master.xml
MasterAudio1	Audio	21198/zz002kc3nb	Master	1	1007423488	2017-02-09 09:30:20	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc3nb-1-master.wav	21198-zz002kc3nb-1-master.wav
SubMasterAudio1	Audio	21198/zz002kc3nb	Submaster	1	75860258	2017-02-09 09:30:20	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc3nb-1-submaster.mp3/playlist.m3u8	21198-zz002kc3nb-1-submaster.mp3
Text Index	Text	21198/zz002kc3nb	Master	2	6609	2020-05-15 16:54:42	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kc3nb-2-master.xml	21198-zz002kc3nb-2-master.xml
Text Index	Text	21198/zz002kc3nb	Submaster	2	6609	2020-05-15 16:54:42	database	21198-zz002kc3nb-2-submaster.xml
SubMasterAudio1	Audio	21198/zz002kc3pv	Submaster	1	74341300	2017-02-15 09:01:42	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc3pv-1-submaster.mp3/playlist.m3u8	21198-zz002kc3pv-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kc3pv	Master	1	982685696	2017-02-15 09:01:42	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc3pv-1-master.wav	21198-zz002kc3pv-1-master.wav
Text Index	Text	21198/zz002kc3pv	Master	2	5321	2020-05-21 10:59:38	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kc3pv-2-master.xml	21198-zz002kc3pv-2-master.xml
Text Index	Text	21198/zz002kc3pv	Submaster	2	5321	2020-05-21 10:59:38	database	21198-zz002kc3pv-2-submaster.xml
MasterAudio1	Audio	21198/zz002kc3qc	Master	1	1017059328	2017-02-15 09:21:21	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc3qc-1-master.wav	21198-zz002kc3qc-1-master.wav
SubMasterAudio1	Audio	21198/zz002kc3qc	Submaster	1	76659254	2017-02-15 09:21:21	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc3qc-1-submaster.mp3/playlist.m3u8	21198-zz002kc3qc-1-submaster.mp3
Text Index	Text	21198/zz002kc3qc	Submaster	2	4738	2020-05-21 11:03:00	database	21198-zz002kc3qc-2-submaster.xml
Text Index	Text	21198/zz002kc3qc	Master	2	4738	2020-05-21 11:03:00	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kc3qc-2-master.xml	21198-zz002kc3qc-2-master.xml
PDF	PDF	21198/zz002kc4nt	Master	1	231498	2017-02-15 13:12:12	https://static.library.ucla.edu/oralhistory/pdf/masters/21198-zz002kc4nt-1-master.pdf	21198-zz002kc4nt-1-master.pdf
PDF	PDF	21198/zz002kc4nt	Submaster	1	231498	2017-02-15 13:12:12	database	21198-zz002kc4nt-1-submaster.pdf
Text Biography	PDF	21198/zz002kc9tt	Master	1	8788	2019-04-30 12:44:25	https://static.library.ucla.edu/oralhistory/pdf/masters/21198-zz002kc9tt-1-master.pdf	21198-zz002kc9tt-1-master.pdf
Text Biography	PDF	21198/zz002kc9tt	Submaster	1	8788	2019-04-30 12:44:25	database	21198-zz002kc9tt-1-submaster.pdf
MasterAudio1	Audio	21198/zz002kc9vb	Master	1	986867924	2017-03-09 12:35:53	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc9vb-1-master.wav	21198-zz002kc9vb-1-master.wav
SubMasterAudio1	Audio	21198/zz002kc9vb	Submaster	1	68447122	2017-03-09 12:35:53	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc9vb-1-submaster.mp3/playlist.m3u8	21198-zz002kc9vb-1-submaster.mp3
Text Transcript	Text	21198/zz002kc9vb	Submaster	2	15249	2017-07-27 16:40:04	database	21198-zz002kc9vb-2-submaster.xml
Text Transcript	Text	21198/zz002kc9vb	Master	2	15249	2017-07-27 16:40:04	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz002kc9vb-2-master.xml	21198-zz002kc9vb-2-master.xml
SubMasterImage1	Image	21198/zz002kc9xc	Submaster	2		2017-07-19 13:18:22	database	21198-zz002kc9xc_2397918_submaster.tif
ThumbnailImage1	Image	21198/zz002kc9xc	Thumbnail	2	6419	2017-07-19 13:18:24	https://static.library.ucla.edu/oralhistory/nails/21198-zz002kc9xc_2397918_thumbnail.jpg	21198-zz002kc9xc_2397918_thumbnail.jpg
MasterImage1	Image	21198/zz002kc9xc	Master	2	5734758	2017-07-19 13:18:19	https://static.library.ucla.edu/oralhistory/masters/21198-zz002kc9xc_2397918_master.tif	21198-zz002kc9xc_2397918_master.tif
PDF  Résumé	PDF	21198/zz002kc9xc	Submaster	3	24536659	2019-07-18 10:27:19	database	21198-zz002kc9xc-3-submaster.pdf
PDF  Résumé	PDF	21198/zz002kc9xc	Master	3	24536659	2019-07-18 10:27:19	http://digilib.library.ucla.edu/oralhistory/pdf/masters/21198-zz002kc9xc-3-master.pdf	21198-zz002kc9xc-3-master.pdf
MasterAudio1	Audio	21198/zz002kc9zw	Master	1	643875884	2017-03-14 09:50:56	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kc9zw-1-master.wav	21198-zz002kc9zw-1-master.wav
SubMasterAudio1	Audio	21198/zz002kc9zw	Submaster	1	45758983	2017-03-14 09:50:56	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kc9zw-1-submaster.mp3/playlist.m3u8	21198-zz002kc9zw-1-submaster.mp3
Text Transcript	Text	21198/zz002kc9zw	Master	2	14619	2017-07-21 16:49:40	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz002kc9zw-2-master.xml	21198-zz002kc9zw-2-master.xml
Text Transcript	Text	21198/zz002kc9zw	Submaster	2	14619	2017-07-21 16:49:40	database	21198-zz002kc9zw-2-submaster.xml
MasterAudio1	Audio	21198/zz002kcb0w	Master	1	811653332	2017-03-30 10:24:56	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcb0w-1-master.wav	21198-zz002kcb0w-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcb0w	Submaster	1	59223001	2017-03-30 10:24:56	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcb0w-1-submaster.mp3/playlist.m3u8	21198-zz002kcb0w-1-submaster.mp3
Text Transcript	Text	21198/zz002kcb0w	Master	2	11817	2017-07-21 16:49:53	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz002kcb0w-2-master.xml	21198-zz002kcb0w-2-master.xml
Text Transcript	Text	21198/zz002kcb0w	Submaster	2	11817	2017-07-21 16:49:53	database	21198-zz002kcb0w-2-submaster.xml
PDF	PDF	21198/zz002kcbj5	Master	1	1913683	2017-04-05 10:28:07	https://static.library.ucla.edu/oralhistory/pdf/masters/21198-zz002kcbj5-1-master.pdf	21198-zz002kcbj5-1-master.pdf
PDF	PDF	21198/zz002kcbj5	Submaster	1	1913683	2017-04-05 10:28:07	database	21198-zz002kcbj5-1-submaster.pdf
MasterAudio1	Audio	21198/zz002kcbm6	Master	1	916185644	2017-04-06 10:56:07	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcbm6-1-master.wav	21198-zz002kcbm6-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcbm6	Submaster	1	63673555	2017-04-06 10:56:07	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcbm6-1-submaster.mp3/playlist.m3u8	21198-zz002kcbm6-1-submaster.mp3
Text Index	Text	21198/zz002kcbm6	Submaster	3	26748	2018-12-17 10:13:20	database	21198-zz002kcbm6-3-submaster.xml
Text Index	Text	21198/zz002kcbm6	Master	3	26748	2018-12-17 10:13:20	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kcbm6-3-master.xml	21198-zz002kcbm6-3-master.xml
MasterAudio1	Audio	21198/zz002kcbnq	Master	1	964131884	2017-04-21 14:04:28	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcbnq-1-master.wav	21198-zz002kcbnq-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcbnq	Submaster	1	70513246	2017-04-21 14:04:28	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcbnq-1-submaster.mp3/playlist.m3u8	21198-zz002kcbnq-1-submaster.mp3
Text Index	Text	21198/zz002kcbnq	Master	3	16166	2018-12-17 10:13:40	http://digilib.library.ucla.edu/oralhistory/text/masters/21198-zz002kcbnq-3-master.xml	21198-zz002kcbnq-3-master.xml
Text Index	Text	21198/zz002kcbnq	Submaster	3	16166	2018-12-17 10:13:40	database	21198-zz002kcbnq-3-submaster.xml
MasterAudio1	Audio	21198/zz002kcbss	Master	1	808066238	2017-04-25 09:26:32	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcbss-1-master.wav	21198-zz002kcbss-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcbss	Submaster	1	26854940	2017-04-25 09:26:32	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcbss-1-submaster.mp3/playlist.m3u8	21198-zz002kcbss-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcbt9	Master	1	806916320	2017-04-25 10:22:33	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcbt9-1-master.wav	21198-zz002kcbt9-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcbt9	Submaster	1	26678926	2017-04-25 10:22:33	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcbt9-1-submaster.mp3/playlist.m3u8	21198-zz002kcbt9-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcbvt	Master	1	836023942	2017-04-25 10:38:36	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcbvt-1-master.wav	21198-zz002kcbvt-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcbvt	Submaster	1	27440295	2017-04-25 10:38:36	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcbvt-1-submaster.mp3/playlist.m3u8	21198-zz002kcbvt-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcbwb	Master	1	835409158	2017-04-25 12:00:46	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcbwb-1-master.wav	21198-zz002kcbwb-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcbwb	Submaster	1	27194266	2017-04-25 12:00:46	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcbwb-1-submaster.mp3/playlist.m3u8	21198-zz002kcbwb-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcbxv	Master	1	835905136	2017-04-25 12:15:07	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcbxv-1-master.wav	21198-zz002kcbxv-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcbxv	Submaster	1	27770668	2017-04-25 12:15:07	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcbxv-1-submaster.mp3/playlist.m3u8	21198-zz002kcbxv-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcbzc	Master	1	834041896	2017-04-25 12:44:53	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcbzc-1-master.wav	21198-zz002kcbzc-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcbzc	Submaster	1	22484949	2017-04-25 12:44:53	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcbzc-1-submaster.mp3/playlist.m3u8	21198-zz002kcbzc-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcc0c	Master	1	837522460	2017-04-25 14:21:12	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcc0c-1-master.wav	21198-zz002kcc0c-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcc0c	Submaster	1	27849559	2017-04-25 14:21:12	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcc0c-1-submaster.mp3/playlist.m3u8	21198-zz002kcc0c-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcc1w	Master	1	546428224	2017-04-25 14:34:21	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcc1w-1-master.wav	21198-zz002kcc1w-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcc1w	Submaster	1	18134505	2017-04-25 14:34:21	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcc1w-1-submaster.mp3/playlist.m3u8	21198-zz002kcc1w-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcc2d	Master	1	1595154666	2017-04-25 16:32:55	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcc2d-1-master.wav	21198-zz002kcc2d-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcc2d	Submaster	1	32944539	2017-04-25 16:32:55	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcc2d-1-submaster.mp3/playlist.m3u8	21198-zz002kcc2d-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcc3x	Master	1	1615143678	2017-04-25 17:01:06	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcc3x-1-master.wav	21198-zz002kcc3x-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcc3x	Submaster	1	32254744	2017-04-25 17:01:06	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcc3x-1-submaster.mp3/playlist.m3u8	21198-zz002kcc3x-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcc4f	Master	1	1503376108	2017-04-26 09:22:12	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcc4f-1-master.wav	21198-zz002kcc4f-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcc4f	Submaster	1	31771393	2017-04-26 09:22:12	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcc4f-1-submaster.mp3/playlist.m3u8	21198-zz002kcc4f-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcc5z	Master	1	1628242624	2017-04-26 11:46:00	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcc5z-1-master.wav	21198-zz002kcc5z-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcc5z	Submaster	1	33851601	2017-04-26 11:46:00	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcc5z-1-submaster.mp3/playlist.m3u8	21198-zz002kcc5z-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcc6g	Master	1	1501194706	2017-04-26 12:20:02	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcc6g-1-master.wav	21198-zz002kcc6g-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcc6g	Submaster	1	30895178	2017-04-26 12:20:02	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcc6g-1-submaster.mp3/playlist.m3u8	21198-zz002kcc6g-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcc70	Master	1	1138913284	2017-04-26 13:00:38	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcc70-1-master.wav	21198-zz002kcc70-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcc70	Submaster	1	23961089	2017-04-26 13:00:38	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcc70-1-submaster.mp3/playlist.m3u8	21198-zz002kcc70-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcc8h	Master	1	1630454356	2017-04-26 13:20:33	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcc8h-1-master.wav	21198-zz002kcc8h-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcc8h	Submaster	1	35499849	2017-04-26 13:20:33	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcc8h-1-submaster.mp3/playlist.m3u8	21198-zz002kcc8h-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcc91	Master	1	1633050844	2017-04-26 14:17:41	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcc91-1-master.wav	21198-zz002kcc91-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcc91	Submaster	1	35579106	2017-04-26 14:17:41	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcc91-1-submaster.mp3/playlist.m3u8	21198-zz002kcc91-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kccbj	Master	1	1550408278	2017-04-26 15:08:53	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kccbj-1-master.wav	21198-zz002kccbj-1-master.wav
SubMasterAudio1	Audio	21198/zz002kccbj	Submaster	1	31704437	2017-04-26 15:08:53	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kccbj-1-submaster.mp3/playlist.m3u8	21198-zz002kccbj-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kccc2	Master	1	1470043996	2017-04-26 15:34:38	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kccc2-1-master.wav	21198-zz002kccc2-1-master.wav
SubMasterAudio1	Audio	21198/zz002kccc2	Submaster	1	29842378	2017-04-26 15:34:38	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kccc2-1-submaster.mp3/playlist.m3u8	21198-zz002kccc2-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kccdk	Master	1	1481109018	2017-04-26 15:59:24	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kccdk-1-master.wav	21198-zz002kccdk-1-master.wav
SubMasterAudio1	Audio	21198/zz002kccdk	Submaster	1	31236993	2017-04-26 15:59:24	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kccdk-1-submaster.mp3/playlist.m3u8	21198-zz002kccdk-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kccf3	Master	1	1451370126	2017-04-26 16:36:57	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kccf3-1-master.wav	21198-zz002kccf3-1-master.wav
SubMasterAudio1	Audio	21198/zz002kccf3	Submaster	1	30358667	2017-04-26 16:36:57	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kccf3-1-submaster.mp3/playlist.m3u8	21198-zz002kccf3-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kccgm	Master	1	1601319862	2017-04-27 08:16:25	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kccgm-1-master.wav	21198-zz002kccgm-1-master.wav
SubMasterAudio1	Audio	21198/zz002kccgm	Submaster	1	30719111	2017-04-27 08:16:25	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kccgm-1-submaster.mp3/playlist.m3u8	21198-zz002kccgm-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcch4	Master	1	1605461380	2017-04-27 08:39:14	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcch4-1-master.wav	21198-zz002kcch4-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcch4	Submaster	1	30868065	2017-04-27 08:39:14	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcch4-1-submaster.mp3/playlist.m3u8	21198-zz002kcch4-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kccjn	Master	1	1607806294	2017-04-27 11:02:26	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kccjn-1-master.wav	21198-zz002kccjn-1-master.wav
SubMasterAudio1	Audio	21198/zz002kccjn	Submaster	1	30858242	2017-04-27 11:02:26	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kccjn-1-submaster.mp3/playlist.m3u8	21198-zz002kccjn-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kcck5	Master	1	1634359642	2017-04-27 14:28:45	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kcck5-1-master.wav	21198-zz002kcck5-1-master.wav
SubMasterAudio1	Audio	21198/zz002kcck5	Submaster	1	31257422	2017-04-27 14:28:45	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kcck5-1-submaster.mp3/playlist.m3u8	21198-zz002kcck5-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kccmp	Master	1	1625061406	2017-04-27 15:49:11	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kccmp-1-master.wav	21198-zz002kccmp-1-master.wav
SubMasterAudio1	Audio	21198/zz002kccmp	Submaster	1	31176111	2017-04-27 15:49:11	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kccmp-1-submaster.mp3/playlist.m3u8	21198-zz002kccmp-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kccn6	Master	1	1601673448	2017-04-27 16:15:43	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kccn6-1-master.wav	21198-zz002kccn6-1-master.wav
SubMasterAudio1	Audio	21198/zz002kccn6	Submaster	1	30765763	2017-04-27 16:15:43	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kccn6-1-submaster.mp3/playlist.m3u8	21198-zz002kccn6-1-submaster.mp3
MasterAudio1	Audio	21198/zz002kccpq	Master	1	1536654434	2017-05-01 10:07:12	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz002kccpq-1-master.wav	21198-zz002kccpq-1-master.wav
SubMasterAudio1	Audio	21198/zz002kccpq	Submaster	1	29494527	2017-05-01 10:07:12	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz002kccpq-1-submaster.mp3/playlist.m3u8	21198-zz002kccpq-1-submaster.mp3
