FILE_GROUP_TITLE	CONTENT_TYPE	ITEM_ARK	FILE_USE	SEQ	FILE_SIZE	CREATE_DATE	FILE_LOCATION	FILE_NAME
Text Transcript	Text	21198/zz000s93f2	Master	3	647961	2020-02-04 12:08:58	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz000s93f2-3-master.html	21198-zz000s93f2-3-master.html
PDF	PDF	21198/zz000s93f2	Submaster	4	487569	2020-02-04 12:09:13	database	21198-zz000s93f2-4-submaster.pdf
PDF	PDF	21198/zz000s93f2	Master	4	487569	2020-02-04 12:09:13	https://static.library.ucla.edu/oralhistory/pdf/masters/21198-zz000s93f2-4-master.pdf	21198-zz000s93f2-4-master.pdf
PDF	PDF	21198/zz000s9kwj	Master	1	2432675	2014-04-28 14:02:43	https://static.library.ucla.edu/oralhistory/pdf/masters/21198-zz000s9kwj-1-master.pdf	21198-zz000s9kwj-1-master.pdf
PDF	PDF	21198/zz000s9kwj	Submaster	1	2432675	2014-04-28 14:02:43	database	21198-zz000s9kwj-1-submaster.pdf
Text Interview History	Text	21198/zz000s9kzk	Master	1	3613	2011-10-12 15:21:55	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz000s9kzk-1-master.xml	21198-zz000s9kzk-1-master.xml
Text Interview History	Text	21198/zz000s9kzk	Submaster	1	3613	2011-10-12 15:21:55	database	21198-zz000s9kzk-1-submaster.xml
Text Transcript	Text	21198/zz000s9kzk	Submaster	2	320097	2011-10-12 15:22:08	database	21198-zz000s9kzk-2-submaster.xml
Text Transcript	Text	21198/zz000s9kzk	Master	2	320097	2011-10-12 15:22:08	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz000s9kzk-2-master.xml	21198-zz000s9kzk-2-master.xml
Text Transcript	Text	21198/zz000s9kzk	Master	3	470035	2011-10-12 15:22:16	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz000s9kzk-3-master.html	21198-zz000s9kzk-3-master.html
Text Transcript	Text	21198/zz000s9kzk	Submaster	3	470035	2011-10-12 15:22:16	database	21198-zz000s9kzk-3-submaster.html
PDF	PDF	21198/zz000s9kzk	Master	4	483218	2015-11-13 15:52:20	https://static.library.ucla.edu/oralhistory/pdf/masters/21198-zz000s9kzk-4-master.pdf	21198-zz000s9kzk-4-master.pdf
PDF	PDF	21198/zz000s9kzk	Submaster	4	483218	2015-11-13 15:52:20	database	21198-zz000s9kzk-4-submaster.pdf
SubMasterAudio1	Audio	21198/zz0013x311	Submaster	1	66772183	2008-09-26 10:59:36	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013x311-1-submaster.mp3/playlist.m3u8	21198-zz0013x311-1-submaster.mp3
MasterAudio1	Audio	21198/zz0013x311	Master	1	858946348	2008-09-26 10:59:36	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013x311-1-master.wav	21198-zz0013x311-1-master.wav
Text Transcript	Text	21198/zz0013x311	Submaster	2	107973	2011-08-15 10:59:23	database	21198-zz0013x311-2-submaster.xml
Text Transcript	Text	21198/zz0013x311	Master	2	107973	2011-08-15 10:59:23	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013x311-2-master.xml	21198-zz0013x311-2-master.xml
Text Transcript	Text	21198/zz0013x5wx	Master	3	947460	2011-08-05 13:44:14	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013x5wx-3-master.xml	21198-zz0013x5wx-3-master.xml
Text Transcript	Text	21198/zz0013x5wx	Submaster	3	947460	2011-08-05 13:44:14	database	21198-zz0013x5wx-3-submaster.xml
Text Transcript	Text	21198/zz0013x5wx	Master	4	1128479	2011-08-05 13:44:43	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013x5wx-4-master.html	21198-zz0013x5wx-4-master.html
Text Transcript	Text	21198/zz0013x5wx	Submaster	4	1128479	2011-08-05 13:44:43	database	21198-zz0013x5wx-4-submaster.html
PDF	PDF	21198/zz0013x5wx	Master	5	1118798	2015-11-10 14:38:22	https://static.library.ucla.edu/oralhistory/pdf/masters/21198-zz0013x5wx-5-master.pdf	21198-zz0013x5wx-5-master.pdf
PDF	PDF	21198/zz0013x5wx	Submaster	5	1118798	2015-11-10 14:38:22	database	21198-zz0013x5wx-5-submaster.pdf
MasterAudio1	Audio	21198/zz0013x5xf	Master	1	781776896	2008-09-26 11:22:51	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013x5xf-1-master.wav	21198-zz0013x5xf-1-master.wav
SubMasterAudio1	Audio	21198/zz0013x5xf	Submaster	1	60998970	2008-09-26 11:22:51	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013x5xf-1-submaster.mp3/playlist.m3u8	21198-zz0013x5xf-1-submaster.mp3
Text Transcript	Text	21198/zz0013x5xf	Submaster	2	99506	2011-08-05 13:45:29	database	21198-zz0013x5xf-2-submaster.xml
Text Transcript	Text	21198/zz0013x5xf	Master	2	99506	2011-08-05 13:45:29	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013x5xf-2-master.xml	21198-zz0013x5xf-2-master.xml
MasterAudio1	Audio	21198/zz0013xx1m	Master	1	861959724	2008-10-03 09:31:30	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013xx1m-1-master.wav	21198-zz0013xx1m-1-master.wav
SubMasterAudio1	Audio	21198/zz0013xx1m	Submaster	1	64800347	2008-10-03 09:31:30	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013xx1m-1-submaster.mp3/playlist.m3u8	21198-zz0013xx1m-1-submaster.mp3
Text Transcript	Text	21198/zz0013xx1m	Submaster	2	92586	2011-08-05 13:45:49	database	21198-zz0013xx1m-2-submaster.xml
Text Transcript	Text	21198/zz0013xx1m	Master	2	92586	2011-08-05 13:45:49	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013xx1m-2-master.xml	21198-zz0013xx1m-2-master.xml
MasterAudio1	Audio	21198/zz0013xx24	Master	1	905330220	2008-10-01 15:55:16	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013xx24-1-master.wav	21198-zz0013xx24-1-master.wav
SubMasterAudio1	Audio	21198/zz0013xx24	Submaster	1	71845970	2008-10-01 15:55:16	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013xx24-1-submaster.mp3/playlist.m3u8	21198-zz0013xx24-1-submaster.mp3
Text Transcript	Text	21198/zz0013xx24	Submaster	2	109554	2011-08-05 13:46:18	database	21198-zz0013xx24-2-submaster.xml
Text Transcript	Text	21198/zz0013xx24	Master	2	109554	2011-08-05 13:46:18	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013xx24-2-master.xml	21198-zz0013xx24-2-master.xml
SubMasterAudio1	Audio	21198/zz0013xx3n	Submaster	1	49045576	2008-10-01 16:14:04	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013xx3n-1-submaster.mp3/playlist.m3u8	21198-zz0013xx3n-1-submaster.mp3
MasterAudio1	Audio	21198/zz0013xx3n	Master	1	622327340	2008-10-01 16:14:04	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013xx3n-1-master.wav	21198-zz0013xx3n-1-master.wav
Text Transcript	Text	21198/zz0013xx3n	Submaster	2	73411	2011-08-05 13:46:38	database	21198-zz0013xx3n-2-submaster.xml
Text Transcript	Text	21198/zz0013xx3n	Master	2	73411	2011-08-05 13:46:38	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013xx3n-2-master.xml	21198-zz0013xx3n-2-master.xml
Text Transcript	Text	21198/zz0013z5vv	Master	1	61870	2009-02-05 15:00:00	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013z5vv-1-master.xml	21198-zz0013z5vv-1-master.xml
Text Transcript	Text	21198/zz0013z5vv	Submaster	1	61870	2009-02-05 15:00:00	database	21198-zz0013z5vv-1-submaster.xml
MasterAudio1	Audio	21198/zz0013z5vv	Master	2	449716390	2009-09-16 10:36:19	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013z5vv-2-master.wav	21198-zz0013z5vv-2-master.wav
SubMasterAudio1	Audio	21198/zz0013z5vv	Submaster	2	25295908	2009-09-16 10:36:19	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013z5vv-2-submaster.mp3/playlist.m3u8	21198-zz0013z5vv-2-submaster.mp3
Text Transcript	Text	21198/zz0013z5wc	Submaster	1	57905	2009-02-05 15:12:36	database	21198-zz0013z5wc-1-submaster.xml
Text Transcript	Text	21198/zz0013z5wc	Master	1	57905	2009-02-05 15:12:36	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013z5wc-1-master.xml	21198-zz0013z5wc-1-master.xml
SubMasterAudio1	Audio	21198/zz0013z5wc	Submaster	2	24936529	2009-09-16 10:51:55	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013z5wc-2-submaster.mp3/playlist.m3u8	21198-zz0013z5wc-2-submaster.mp3
MasterAudio1	Audio	21198/zz0013z5wc	Master	2	442898150	2009-09-16 10:51:55	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013z5wc-2-master.wav	21198-zz0013z5wc-2-master.wav
Text Transcript	Text	21198/zz0013z5xw	Master	1	56988	2009-02-05 15:18:07	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013z5xw-1-master.xml	21198-zz0013z5xw-1-master.xml
Text Transcript	Text	21198/zz0013z5xw	Submaster	1	56988	2009-02-05 15:18:07	database	21198-zz0013z5xw-1-submaster.xml
MasterAudio1	Audio	21198/zz0013z5xw	Master	2	457928650	2009-09-16 11:08:33	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013z5xw-2-master.wav	21198-zz0013z5xw-2-master.wav
SubMasterAudio1	Audio	21198/zz0013z5xw	Submaster	2	25731658	2009-09-16 11:08:33	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013z5xw-2-submaster.mp3/playlist.m3u8	21198-zz0013z5xw-2-submaster.mp3
Text Transcript	Text	21198/zz0013z5zd	Submaster	1	18414	2009-02-05 15:19:46	database	21198-zz0013z5zd-1-submaster.xml
Text Transcript	Text	21198/zz0013z5zd	Master	1	18414	2009-02-05 15:19:46	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013z5zd-1-master.xml	21198-zz0013z5zd-1-master.xml
MasterAudio1	Audio	21198/zz0013z5zd	Master	2	167271382	2009-09-16 11:51:31	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013z5zd-2-master.wav	21198-zz0013z5zd-2-master.wav
SubMasterAudio1	Audio	21198/zz0013z5zd	Submaster	2	9433727	2009-09-16 11:51:31	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013z5zd-2-submaster.mp3/playlist.m3u8	21198-zz0013z5zd-2-submaster.mp3
Text Transcript	Text	21198/zz0013z61x	Master	1	48741	2009-05-19 14:44:42	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013z61x-1-master.xml	21198-zz0013z61x-1-master.xml
Text Transcript	Text	21198/zz0013z61x	Submaster	1	48741	2009-05-19 14:44:42	database	21198-zz0013z61x-1-submaster.xml
MasterAudio1	Audio	21198/zz0013z61x	Master	2	473980158	2009-09-16 12:10:53	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013z61x-2-master.wav	21198-zz0013z61x-2-master.wav
SubMasterAudio1	Audio	21198/zz0013z61x	Submaster	2	26691340	2009-09-16 12:10:53	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013z61x-2-submaster.mp3/playlist.m3u8	21198-zz0013z61x-2-submaster.mp3
MasterAudio1	Audio	21198/zz0013z7g4	Master	1	494334518	2008-10-14 09:22:30	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013z7g4-1-master.wav	21198-zz0013z7g4-1-master.wav
SubMasterAudio1	Audio	21198/zz0013z7g4	Submaster	1	29048730	2008-10-14 09:22:30	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013z7g4-1-submaster.mp3/playlist.m3u8	21198-zz0013z7g4-1-submaster.mp3
Text Transcript	Text	21198/zz0013z7g4	Submaster	2	41632	2010-03-17 11:02:49	database	21198-zz0013z7g4-2-submaster.xml
Text Transcript	Text	21198/zz0013z7g4	Master	2	41632	2010-03-17 11:02:49	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013z7g4-2-master.xml	21198-zz0013z7g4-2-master.xml
MasterAudio1	Audio	21198/zz0013z7hn	Master	1	495820458	2008-10-14 09:37:27	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013z7hn-1-master.wav	21198-zz0013z7hn-1-master.wav
SubMasterAudio1	Audio	21198/zz0013z7hn	Submaster	1	27751318	2008-10-14 09:37:27	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013z7hn-1-submaster.mp3/playlist.m3u8	21198-zz0013z7hn-1-submaster.mp3
Text Transcript	Text	21198/zz0013z7hn	Submaster	2	40191	2010-03-17 11:05:53	database	21198-zz0013z7hn-2-submaster.xml
Text Transcript	Text	21198/zz0013z7hn	Master	2	40191	2010-03-17 11:05:53	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013z7hn-2-master.xml	21198-zz0013z7hn-2-master.xml
MasterAudio1	Audio	21198/zz0013z7j5	Master	2	485374262	2008-10-14 09:52:18	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013z7j5-2-master.wav	21198-zz0013z7j5-2-master.wav
SubMasterAudio1	Audio	21198/zz0013z7j5	Submaster	2	27563570	2008-10-14 09:52:18	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013z7j5-2-submaster.mp3/playlist.m3u8	21198-zz0013z7j5-2-submaster.mp3
Text Transcript	Text	21198/zz0013z7j5	Master	3	43917	2010-03-31 08:37:19	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013z7j5-3-master.xml	21198-zz0013z7j5-3-master.xml
Text Transcript	Text	21198/zz0013z7j5	Submaster	3	43917	2010-03-31 08:37:19	database	21198-zz0013z7j5-3-submaster.xml
MasterAudio1	Audio	21198/zz0013z7kp	Master	2	486767318	2008-10-14 10:08:44	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013z7kp-2-master.wav	21198-zz0013z7kp-2-master.wav
SubMasterAudio1	Audio	21198/zz0013z7kp	Submaster	2	27324642	2008-10-14 10:08:44	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013z7kp-2-submaster.mp3/playlist.m3u8	21198-zz0013z7kp-2-submaster.mp3
Text Transcript	Text	21198/zz0013z7kp	Submaster	3	43446	2010-03-17 11:12:49	database	21198-zz0013z7kp-3-submaster.xml
Text Transcript	Text	21198/zz0013z7kp	Master	3	43446	2010-03-17 11:12:49	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013z7kp-3-master.xml	21198-zz0013z7kp-3-master.xml
MasterAudio1	Audio	21198/zz0013z7m6	Master	1	525309702	2008-10-14 11:09:33	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013z7m6-1-master.wav	21198-zz0013z7m6-1-master.wav
SubMasterAudio1	Audio	21198/zz0013z7m6	Submaster	1	29795503	2008-10-14 11:09:33	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013z7m6-1-submaster.mp3/playlist.m3u8	21198-zz0013z7m6-1-submaster.mp3
Text Transcript	Text	21198/zz0013z7m6	Submaster	2	46143	2010-03-17 11:15:05	database	21198-zz0013z7m6-2-submaster.xml
Text Transcript	Text	21198/zz0013z7m6	Master	2	46143	2010-03-17 11:15:05	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013z7m6-2-master.xml	21198-zz0013z7m6-2-master.xml
Text Transcript	Text	21198/zz0013zcm4	Master	2	47023	2010-04-28 09:51:29	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zcm4-2-master.xml	21198-zz0013zcm4-2-master.xml
Text Transcript	Text	21198/zz0013zcm4	Submaster	2	47023	2010-04-28 09:51:29	database	21198-zz0013zcm4-2-submaster.xml
SubMasterAudio1	Audio	21198/zz0013zcm4	Submaster	3	28958024	2010-05-14 16:22:42	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013zcm4-3-submaster.mp3/playlist.m3u8	21198-zz0013zcm4-3-submaster.mp3
MasterAudio1	Audio	21198/zz0013zcm4	Master	3	511384312	2010-05-14 16:22:42	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013zcm4-3-master.wav	21198-zz0013zcm4-3-master.wav
Text Transcript	Text	21198/zz0013zcnn	Master	2	42636	2010-04-28 09:51:44	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zcnn-2-master.xml	21198-zz0013zcnn-2-master.xml
Text Transcript	Text	21198/zz0013zcnn	Submaster	2	42636	2010-04-28 09:51:44	database	21198-zz0013zcnn-2-submaster.xml
MasterAudio1	Audio	21198/zz0013zcnn	Master	3	506575692	2010-05-14 16:33:46	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013zcnn-3-master.wav	21198-zz0013zcnn-3-master.wav
SubMasterAudio1	Audio	21198/zz0013zcnn	Submaster	3	28589132	2010-05-14 16:33:46	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013zcnn-3-submaster.mp3/playlist.m3u8	21198-zz0013zcnn-3-submaster.mp3
MasterAudio1	Audio	21198/zz0013zcp5	Master	1	480283458	2008-10-24 11:15:19	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013zcp5-1-master.wav	21198-zz0013zcp5-1-master.wav
SubMasterAudio1	Audio	21198/zz0013zcp5	Submaster	1	27056707	2008-10-24 11:15:19	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013zcp5-1-submaster.mp3/playlist.m3u8	21198-zz0013zcp5-1-submaster.mp3
Text Transcript	Text	21198/zz0013zcp5	Submaster	2	36563	2010-04-28 09:52:13	database	21198-zz0013zcp5-2-submaster.xml
Text Transcript	Text	21198/zz0013zcp5	Master	2	36563	2010-04-28 09:52:13	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zcp5-2-master.xml	21198-zz0013zcp5-2-master.xml
Text Transcript	Text	21198/zz0013zcqp	Master	2	37254	2010-04-28 09:52:33	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zcqp-2-master.xml	21198-zz0013zcqp-2-master.xml
Text Transcript	Text	21198/zz0013zcqp	Submaster	2	37254	2010-04-28 09:52:33	database	21198-zz0013zcqp-2-submaster.xml
MasterAudio1	Audio	21198/zz0013zcqp	Master	3	512266524	2010-05-14 15:48:19	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013zcqp-3-master.wav	21198-zz0013zcqp-3-master.wav
SubMasterAudio1	Audio	21198/zz0013zcqp	Submaster	3	28769911	2010-05-14 15:48:19	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013zcqp-3-submaster.mp3/playlist.m3u8	21198-zz0013zcqp-3-submaster.mp3
MasterAudio1	Audio	21198/zz0013zcr6	Master	1	436881282	2008-10-24 13:36:12	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013zcr6-1-master.wav	21198-zz0013zcr6-1-master.wav
SubMasterAudio1	Audio	21198/zz0013zcr6	Submaster	1	24738783	2008-10-24 13:36:12	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013zcr6-1-submaster.mp3/playlist.m3u8	21198-zz0013zcr6-1-submaster.mp3
Text Transcript	Text	21198/zz0013zcr6	Master	2	33527	2010-04-28 09:53:00	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zcr6-2-master.xml	21198-zz0013zcr6-2-master.xml
Text Transcript	Text	21198/zz0013zcr6	Submaster	2	33527	2010-04-28 09:53:00	database	21198-zz0013zcr6-2-submaster.xml
MasterAudio1	Audio	21198/zz0013zcsq	Master	1	465596042	2008-10-24 13:46:13	http://digilib.library.ucla.edu/oralhistory/audio/masters/21198-zz0013zcsq-1-master.wav	21198-zz0013zcsq-1-master.wav
SubMasterAudio1	Audio	21198/zz0013zcsq	Submaster	1	26219575	2008-10-24 13:46:13	https://wowza.library.ucla.edu:443/dlp/definst/mp3:oralhistory/21198-zz0013zcsq-1-submaster.mp3/playlist.m3u8	21198-zz0013zcsq-1-submaster.mp3
Text Transcript	Text	21198/zz0013zcsq	Submaster	2	32698	2010-04-28 09:53:18	database	21198-zz0013zcsq-2-submaster.xml
Text Transcript	Text	21198/zz0013zcsq	Master	2	32698	2010-04-28 09:53:18	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zcsq-2-master.xml	21198-zz0013zcsq-2-master.xml
Text Transcript	Text	21198/zz0013zhsn	Master	1	45412	2008-10-09 14:03:33	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zhsn-1-master.xml	21198-zz0013zhsn-1-master.xml
Text Transcript	Text	21198/zz0013zhsn	Submaster	1	45412	2008-10-09 14:03:33	database	21198-zz0013zhsn-1-submaster.xml
Text Transcript	Text	21198/zz0013zht5	Submaster	1	46230	2008-10-09 14:04:08	database	21198-zz0013zht5-1-submaster.xml
Text Transcript	Text	21198/zz0013zht5	Master	1	46230	2008-10-09 14:04:08	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zht5-1-master.xml	21198-zz0013zht5-1-master.xml
Text Transcript	Text	21198/zz0013zhvp	Submaster	1	30109	2008-10-09 14:04:53	database	21198-zz0013zhvp-1-submaster.xml
Text Transcript	Text	21198/zz0013zhvp	Master	1	30109	2008-10-09 14:04:53	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zhvp-1-master.xml	21198-zz0013zhvp-1-master.xml
Text Transcript	Text	21198/zz0013zhw6	Submaster	1	30095	2008-10-09 14:05:16	database	21198-zz0013zhw6-1-submaster.xml
Text Transcript	Text	21198/zz0013zhw6	Master	1	30095	2008-10-09 14:05:16	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zhw6-1-master.xml	21198-zz0013zhw6-1-master.xml
Text Transcript	Text	21198/zz0013zhxq	Submaster	1	69376	2008-10-09 14:07:00	database	21198-zz0013zhxq-1-submaster.xml
Text Transcript	Text	21198/zz0013zhxq	Master	1	69376	2008-10-09 14:07:00	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zhxq-1-master.xml	21198-zz0013zhxq-1-master.xml
Text Transcript	Text	21198/zz0013zhz7	Submaster	1	43063	2008-10-09 14:22:06	database	21198-zz0013zhz7-1-submaster.xml
Text Transcript	Text	21198/zz0013zhz7	Master	1	43063	2008-10-09 14:22:06	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zhz7-1-master.xml	21198-zz0013zhz7-1-master.xml
Text Transcript	Text	21198/zz0013zj07	Submaster	1	31786	2008-10-09 14:22:31	database	21198-zz0013zj07-1-submaster.xml
Text Transcript	Text	21198/zz0013zj07	Master	1	31786	2008-10-09 14:22:31	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zj07-1-master.xml	21198-zz0013zj07-1-master.xml
Text Transcript	Text	21198/zz0013zj1r	Master	1	58183	2008-10-09 14:34:58	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zj1r-1-master.xml	21198-zz0013zj1r-1-master.xml
Text Transcript	Text	21198/zz0013zj1r	Submaster	1	58183	2008-10-09 14:34:58	database	21198-zz0013zj1r-1-submaster.xml
Text Transcript	Text	21198/zz0013zj28	Submaster	1	58040	2008-10-09 14:35:19	database	21198-zz0013zj28-1-submaster.xml
Text Transcript	Text	21198/zz0013zj28	Master	1	58040	2008-10-09 14:35:19	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zj28-1-master.xml	21198-zz0013zj28-1-master.xml
Text Transcript	Text	21198/zz0013zj3s	Master	1	53070	2008-10-09 14:35:40	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zj3s-1-master.xml	21198-zz0013zj3s-1-master.xml
Text Transcript	Text	21198/zz0013zj3s	Submaster	1	53070	2008-10-09 14:35:40	database	21198-zz0013zj3s-1-submaster.xml
Text Transcript	Text	21198/zz0013zj49	Submaster	1	3774	2008-10-09 14:35:58	database	21198-zz0013zj49-1-submaster.xml
Text Transcript	Text	21198/zz0013zj49	Master	1	3774	2008-10-09 14:35:58	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zj49-1-master.xml	21198-zz0013zj49-1-master.xml
Text Transcript	Text	21198/zz0013zj5t	Master	1	44430	2008-10-09 15:31:26	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zj5t-1-master.xml	21198-zz0013zj5t-1-master.xml
Text Transcript	Text	21198/zz0013zj5t	Submaster	1	44430	2008-10-09 15:31:26	database	21198-zz0013zj5t-1-submaster.xml
Text Transcript	Text	21198/zz0013zj6b	Submaster	1	44169	2008-10-09 15:32:31	database	21198-zz0013zj6b-1-submaster.xml
Text Transcript	Text	21198/zz0013zj6b	Master	1	44169	2008-10-09 15:32:31	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zj6b-1-master.xml	21198-zz0013zj6b-1-master.xml
Text Transcript	Text	21198/zz0013zj7v	Master	1	42687	2008-10-09 15:32:51	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zj7v-1-master.xml	21198-zz0013zj7v-1-master.xml
Text Transcript	Text	21198/zz0013zj7v	Submaster	1	42687	2008-10-09 15:32:51	database	21198-zz0013zj7v-1-submaster.xml
Text Transcript	Text	21198/zz0013zj8c	Master	1	45363	2008-10-09 15:35:08	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zj8c-1-master.xml	21198-zz0013zj8c-1-master.xml
Text Transcript	Text	21198/zz0013zj8c	Submaster	1	45363	2008-10-09 15:35:08	database	21198-zz0013zj8c-1-submaster.xml
Text Transcript	Text	21198/zz0013zj9w	Submaster	1	42323	2008-10-09 15:35:28	database	21198-zz0013zj9w-1-submaster.xml
Text Transcript	Text	21198/zz0013zj9w	Master	1	42323	2008-10-09 15:35:28	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zj9w-1-master.xml	21198-zz0013zj9w-1-master.xml
Text Transcript	Text	21198/zz0013zjbd	Master	1	42985	2008-10-09 15:36:10	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zjbd-1-master.xml	21198-zz0013zjbd-1-master.xml
Text Transcript	Text	21198/zz0013zjbd	Submaster	1	42985	2008-10-09 15:36:10	database	21198-zz0013zjbd-1-submaster.xml
Text Transcript	Text	21198/zz0013zjcx	Master	1	37427	2008-10-09 15:36:33	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zjcx-1-master.xml	21198-zz0013zjcx-1-master.xml
Text Transcript	Text	21198/zz0013zjcx	Submaster	1	37427	2008-10-09 15:36:33	database	21198-zz0013zjcx-1-submaster.xml
Text Transcript	Text	21198/zz0013zjdf	Master	1	44035	2008-10-09 15:36:56	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zjdf-1-master.xml	21198-zz0013zjdf-1-master.xml
Text Transcript	Text	21198/zz0013zjdf	Submaster	1	44035	2008-10-09 15:36:56	database	21198-zz0013zjdf-1-submaster.xml
Text Transcript	Text	21198/zz0013zjfz	Submaster	1	43137	2008-10-09 15:47:08	database	21198-zz0013zjfz-1-submaster.xml
Text Transcript	Text	21198/zz0013zjfz	Master	1	43137	2008-10-09 15:47:08	https://static.library.ucla.edu/oralhistory/text/masters/21198-zz0013zjfz-1-master.xml	21198-zz0013zjfz-1-master.xml
